clean_text,conversation_id,id,,,meta.tag,reply_to,speaker,text,timestamp,vectors
"Yeah, yeah.  Oh,  yeah. Its just that,  yeah, its just that the rating system seems,  you know,  instead of having X now, they have what, N C seventeen? ",2406-0,2406-63,,,"[['Yeah,  /', 'b'], ['yeah.  /', 'b^r'], ['{F Oh, } yeah.  /', 'b^r'], [""It's just that, - /"", '%'], ['yeah,  /', '%'], [""it's just that the rating system seems, {D you know, } instead of having X now,  they have what, N C seventeen? /"", 'qy^d']]",2406-62,1103,"Yeah,  /yeah.  /{F Oh, } yeah.  /It's just that, - /yeah,  /it's just that the rating system seems, {D you know, } instead of having X now,  they have what, N C seventeen? /",,[]
To understand whats going on in the second? ,2406-0,2406-105,,,"[[""To understand what's going on in the second? /"", 'qy^d']]",2406-104,1103,To understand what's going on in the second? /,,[]
"  and,   you know,  they have to be doing something constantly.  And  the patio that came with that house,  uh,  was not laid on a,  like,   I dont know if you can put some sort of a plastic sheeting or something   un,  on,   on  top of the sand and then lay the bricks. ",2837-0,2837-131,,,"[['-- {C and, } {D you know, } they have to be  doing something constantly.  /', 'sd'], ['{C And } the patio that came with that house, {F uh, } was not laid on  a, {D like, } - /', 'sd'], [""I don't know if you can put some sort of a plastic sheeting or something  [ [ un-, + on, ] + on ] top of the sand  and then lay the bricks. /"", 'qy^d']]",2837-130,1244,"-- {C and, } {D you know, } they have to be  doing something constantly.  /{C And } the patio that came with that house, {F uh, } was not laid on  a, {D like, } - /I don't know if you can put some sort of a plastic sheeting or something  [ [ un-, + on, ] + on ] top of the sand  and then lay the bricks. /",,[]
" Oh,   well  you sound busy .  So  youre teaching them,",3140-0,3140-88,,,"[['{F Oh, } {D well } you sound busy <laughter>.  /', 'sv'], [""{C So } you're teaching them,"", 'qy^d']]",3140-87,1280,"{F Oh, } {D well } you sound busy <laughter>.  /{C So } you're teaching them,",,[]
"Okay, thats south of here? ",3306-0,3306-57,,,"[['Okay,  /', 'bk'], [""that's south of here? /"", 'qy^d']]",3306-56,1413,"Okay,  /that's south of here? /",,[]
"Yes, its hard on  the f,  your folks,  too, I know. Theyre all, yours  and  your wifes folks still live in Colorado? ",3306-0,3306-90,,,"[['Yes,  /', 'aa'], [""it's hard on [ the f-, + your folks, ] too,  /"", 'sv'], ['I know.  /', 'sd'], [""They're all, yours  /"", 'sv'], [""{C and } your wife's folks still live in Colorado? /"", 'qy^d']]",3306-89,1360,"Yes,  /it's hard on [ the f-, + your folks, ] too,  /I know.  /They're all, yours  /{C and } your wife's folks still live in Colorado? /",,[]
 So  you say youve always have preferred General Motors products   . ,3411-0,3411-42,,,"[[""{D So } you say you've always have preferred General Motors products  ((   )) . /"", 'qy^d']]",3411-41,1336,{D So } you say you've always have preferred General Motors products  ((   )) . /,,[]
"Yes,   thats,  thats,   thats  one solution  but    you,  you,   you  nonetheless often  get,  get  people calling you? ",3441-0,3441-39,,,"[['Yes,  /', 'aa'], [""[ [ that's, + that's, ] + that's ]  one solution  /"", 'sv'], ['{C but } [ [ you, + you, ] + you ] nonetheless often [ get, + get ] people calling you? /', 'qy^d']]",3441-38,1350,"Yes,  /[ [ that's, + that's, ] + that's ]  one solution  /{C but } [ [ you, + you, ] + you ] nonetheless often [ get, + get ] people calling you? /",,[]
Despite the fact that your number is unlisted? ,3441-0,3441-41,,,"[['Despite the fact that your number is unlisted? /', 'qy^d']]",3441-40,1350,Despite the fact that your number is unlisted? /,,[]
 And   you    actually have your number  or  are they just calling a number that happens to be yours? ,3441-0,3441-43,,,"[['{C And }  (( you ))   ((   ))  actually have your number  /', 'qy^d'], ['{C or } are they just calling a number that happens to be yours? /', 'qrr']]",3441-42,1350,{C And }  (( you ))   ((   ))  actually have your number  /{C or } are they just calling a number that happens to be yours? /,,[]
" Oh,  okay,  so  its right up your alley, then. ",3476-0,3476-1,,,"[['{F Oh, } okay,  /', 'bk'], [""{C so } it's right up your alley, then. /"", 'qy^d']]",3476-0,1407,"{F Oh, } okay,  /{C so } it's right up your alley, then. /",,[]
You dont like it? ,3682-0,3682-71,,,"[[""You don't like it? /"", 'qy^d']]",3682-70,1408,You don't like it? /,,[]
" So,  just,  like  in a thirteen by nine pan. ",3682-0,3682-102,,,"[['{D So, }  just, {D like } in a thirteen by nine pan. /', 'qy^d']]",3682-101,1480,"{D So, }  just, {D like } in a thirteen by nine pan. /",,[]
" And  you do that every day  or,  ",4099-0,4099-16,,,"[['{C And } you do that every day  /', 'qy^d'], ['{C or, } -/', '%']]",4099-15,1291,"{C And } you do that every day  /{C or, } -/",,[]
" And  this is a club  or,   uh,  do you belong to a group? ",4099-0,4099-20,,,"[['{C And } this is a club  /', 'qy^d'], ['{C or, }  {F uh, } do you belong to a group? /', 'qrr']]",4099-19,1291,"{C And } this is a club  /{C or, }  {F uh, } do you belong to a group? /",,[]
Yeah.  But  you dont play any other sports but basketball? ,4099-0,4099-65,,,"[['Yeah.   /', 'b'], [""{C But } you don't play any other sports but basketball? /"", 'qy^d']]",4099-64,1516,Yeah.   /{C But } you don't play any other sports but basketball? /,,[]
" But,  do you ski? Being in Utah, I was wondering  if you ski.  ",4099-0,4099-67,,,"[['{C But, }  do you ski?  /', 'qy'], ['Being in Utah,  I was wondering # if you ski. # /', 'qy^d']]",4099-66,1516,"{C But, }  do you ski?  /Being in Utah,  I was wondering # if you ski. # /",,[]
 Youve never  heard of that? ,4099-0,4099-89,,,"[[""# You've never # heard of that? /"", 'qy^d']]",4099-88,1516,# You've never # heard of that? /,,[]
"In your legs and, ",4099-0,4099-99,,,"[['In your legs and, -/', 'qy^d']]",4099-98,1516,"In your legs and, -/",,[]
 You  must have come to Washington at least once. ,4908-0,4908-9,,,"[['# You # must have come to Washington at least once. /', 'qy^d']]",4908-8,1689,# You # must have come to Washington at least once. /,,[]
" Huh,  you work for T I? ",2060-0,2060-62,,,"[['{F Huh, } you work for T I? /', 'qy^d']]",2060-61,1056,"{F Huh, } you work for T I? /",,[]
"A nanny, sort of? ",2145-0,2145-36,,,"[['A nanny, sort of? /', 'qy^d']]",2145-35,1119,"A nanny, sort of? /",,[]
To come in and live with them? ,2145-0,2145-56,,,"[['To come in and live with them? /', 'qy^d']]",2145-55,1119,To come in and live with them? /,,[]
 You didnt get a big kick out of killing them like some people do? ,2290-0,2290-14,,,"[[""<Laughter> You didn't get a big kick out  of killing them like some people do? /"", 'qy^d']]",2290-13,1101,<Laughter> You didn't get a big kick out  of killing them like some people do? /,,[]
Didnt like it? ,2290-0,2290-34,,,"[[""Didn't like it? /"", 'qy^d']]",2290-33,1101,Didn't like it? /,,[]
They have a fish thats called an oyster cracker. I dont know if youve ever heard of it  ,2290-0,2290-123,,,"[[""They have a fish that's called an oyster cracker.  /"", 'sd'], [""I don't know if you've ever heard of it -- /"", 'qy^d']]",2290-122,1053,They have a fish that's called an oyster cracker.  /I don't know if you've ever heard of it -- /,,[]
 Um.  I wonder how T I got G T E involved. ,2399-0,2399-98,,,"[['{F Um. } I wonder how T I got G T E involved. /', 'qy^d']]",2399-97,1101,{F Um. } I wonder how T I got G T E involved. /,,[]
" So,   uh,  you work for T I? ",2399-0,2399-113,,,"[['{C So, } {F uh, } you work for T I? /', 'qy^d']]",2399-112,1047,"{C So, } {F uh, } you work for T I? /",,[]
"Yeah, throatclearing   you say  your,  you go  to school? ",2539-0,2539-23,,,"[['Yeah,   /', 'b'], ['<throat_clearing>  /', 'x'], ['((   ))  you say  [ your, + you go ] to school? /', 'qy^d']]",2539-22,1226,"Yeah,   /<throat_clearing>  /((   ))  you say  [ your, + you go ] to school? /",,[]
" Well,   that,  that  certainly can happen now if   you,  you  say youre in communications, ",2539-0,2539-39,,,"[['{D Well, } [ that, + that ] certainly can  happen now if - /', 'sv'], [""[ you, + you ] say you're in communications, /"", 'qy^d']]",2539-38,1226,"{D Well, } [ that, + that ] certainly can  happen now if - /[ you, + you ] say you're in communications, /",,[]
"Public relations,   so,  ",2539-0,2539-43,,,"[['Public relations,  /', 'b^m'], ['[ {C so, } +', 'qy^d']]",2539-42,1226,"Public relations,  /[ {C so, } +",,[]
"Yeah,  and,   uh,  then youd be willing to give up your job to stay home  and    with,   or  stay with  the children? ",2539-0,2539-51,,,"[['Yeah,  /', 'b'], [""{C and, } {F uh, } then you'd be willing  to give up your job to stay home [ and + ]  [ with, + {E or } stay with ] the children? /"", 'qy^d']]",2539-50,1226,"Yeah,  /{C and, } {F uh, } then you'd be willing  to give up your job to stay home [ and + ]  [ with, + {E or } stay with ] the children? /",,[]
I didnt realize that Dallas had that same problem. ,2772-0,2772-71,,,"[[""I didn't realize that Dallas had that same problem. /"", 'qy^d']]",2772-70,1232,I didn't realize that Dallas had that same problem. /,,[]
"  Oh,  it wasnt that good. ",3108-0,3108-4,,,"[[""<Laughter> {F Oh, } it wasn't that good. /"", 'qy^d']]",3108-3,1286,"<Laughter> {F Oh, } it wasn't that good. /",,[]
"You enjoyed that one, then. ",3108-0,3108-91,,,"[['You enjoyed that one, then. /', 'qy^d']]",3108-90,1279,"You enjoyed that one, then. /",,[]
" Oh,  yeah.  Those are good arent they? Very faintly.  ",3138-0,3138-136,,,"[['{F Oh, } yeah.  #  /', 'ba'], [""Those are good aren't they? <<Very faintly>>. # /"", 'qy^d']]",3138-135,1320,"{F Oh, } yeah.  #  /Those are good aren't they? <<Very faintly>>. # /",,[]
"I guess I would now use  the,  the  new mayonnaise free. ",3138-0,3138-154,,,"[['I guess I would now use [ the, + the ] new mayonnaise free. /', 'qy^d']]",3138-153,1320,"I guess I would now use [ the, + the ] new mayonnaise free. /",,[]
 So  youre in a church there? ,3219-0,3219-12,,,"[[""{D So } you're in a church there? /"", 'qy^d']]",3219-11,1368,{D So } you're in a church there? /,,[]
"Being born outside, you didnt have any problems house training him? ",3252-0,3252-15,,,"[[""Being born outside, you didn't have any problems house training him? /"", 'qy^d']]",3252-14,1334,"Being born outside, you didn't have any problems house training him? /",,[]
" You dont,   uh,  youre not   in, ",3304-0,3304-32,,,"[[""[ You don't, + {F uh, } you're not ] [ in-, +"", 'qy^d']]",3304-31,1325,"[ You don't, + {F uh, } you're not ] [ in-, +",,[]
"  Well,  thats kind of interesting hobby. What else, did you,  you said you did cycling? ",3304-0,3304-38,,,"[[""<Laughter> {D Well, } that's kind of interesting hobby.  /"", 'sv'], ['What else, did you, - /', 'qw'], ['you said you did  cycling? /', 'qy^d']]",3304-37,1325,"<Laughter> {D Well, } that's kind of interesting hobby.  /What else, did you, - /you said you did  cycling? /",,[]
"To the,   uh,   oh,  by Fort Sill there? ",3304-0,3304-60,,,"[['To the, - /', '%'], ['{F uh, } {F oh, } by Fort Sill there? /', 'qy^d']]",3304-59,1325,"To the, - /{F uh, } {F oh, } by Fort Sill there? /",,[]
"Uhhuh.  Does,  does  your whole family like to do it,  like    you, you   know,  for a vacation youd go backpacking? ",3304-0,3304-68,,,"[['Uh-huh.  /', 'b'], ['[ Does, + does ] your whole family like to do it,  /', 'qy'], [""{D like }  {D [ you, you + ] know, } for a vacation you'd go backpacking? /"", 'qy^d']]",3304-67,1325,"Uh-huh.  /[ Does, + does ] your whole family like to do it,  /{D like }  {D [ you, you + ] know, } for a vacation you'd go backpacking? /",,[]
" Well,  maybe  you,   uh,  you  have seen DANCES WITH WOLVES. ",3369-0,3369-6,,,"[['{D Well, } maybe [ you, + {F uh, } you ] have seen DANCES WITH WOLVES. /', 'qy^d']]",3369-5,1355,"{D Well, } maybe [ you, + {F uh, } you ] have seen DANCES WITH WOLVES. /",,[]
" Oh,  they give you money back for using your credit card. ",3781-0,3781-66,,,"[['{F Oh, } they give you money back for using your credit card. /', 'qy^d']]",3781-65,1480,"{F Oh, } they give you money back for using your credit card. /",,[]
 Youll be thirtythree this year? ,3821-0,3821-62,,,"[[""<Sniffing> You'll be thirty-three this year? /"", 'qy^d']]",3821-61,1438,<Sniffing> You'll be thirty-three this year? /,,[]
" Well,    my,   you know,  my,   my  parents too.    You,  you    ",4868-0,4868-10,,,"[['{D Well, } [ [ my, + {D you know, } my, ] + my ]  parents too.  /', 'sd'], ['# [ [ You, + you # -- ] +', 'qy^d']]",4868-9,1701,"{D Well, } [ [ my, + {D you know, } my, ] + my ]  parents too.  /# [ [ You, + you # -- ] +",,[]
" What  would you start cutting f, what would be the first thing youd cut? Defense? ",2708-0,2708-2,,,"[['# What # would you start cutting f-,  /', 'qw'], [""what would be the first thing you'd cut?  /"", 'qw'], ['Defense? /', 'qy^d']]",2708-1,1155,"# What # would you start cutting f-,  /what would be the first thing you'd cut?  /Defense? /",,[]
" Well,  how about having a  j,  jury  and a judge work together on it somehow? I wonder if thats possible? breathing I guess the judges time is worth too much, though. ",2749-0,2749-48,,,"[['{D Well, } how about having a [ j-, +  jury ]  and a judge work together on it somehow?  /', 'qo'], [""I wonder if that's possible?  /"", 'qy^d'], [""<breathing> I guess the judge's time is worth too much, though. /"", 'sv']]",2749-47,1045,"{D Well, } how about having a [ j-, +  jury ]  and a judge work together on it somehow?  /I wonder if that's possible?  /<breathing> I guess the judge's time is worth too much, though. /",,[]
" the  occasional user that may have gone to a party three days before  and,   you know,   its,  its  been the whole weekend since theyve done anything  and  they happen to be tested Monday morning  and  they could be fired for that?   You know,   that,  thats  kind of unfair, also. ",2759-0,2759-59,,,"[['# the # occasional user that may have  gone to a party three days before  /', '+'], [""{C and, } {D you know, } [ it's, + it's ]  been the whole weekend since they've done anything  /"", 'sd'], ['{C and } they happen to be tested Monday morning  /', 'sd'], ['{C and } they could be fired for that? <<pause>> /', 'qy^d'], [""{D You know, } [ that, + that's ] kind of unfair, also. /"", 'sv']]",2759-58,1232,"# the # occasional user that may have  gone to a party three days before  /{C and, } {D you know, } [ it's, + it's ]  been the whole weekend since they've done anything  /{C and } they happen to be tested Monday morning  /{C and } they could be fired for that? <<pause>> /{D You know, } [ that, + that's ] kind of unfair, also. /",,[]
" What,  what  does,  he hopes to be a writer. ",3120-0,3120-64,,,"[['[ What, + what ] does, - /', 'qw'], ['he hopes to be a writer. /', 'qy^d']]",3120-63,1316,"[ What, + what ] does, - /he hopes to be a writer. /",,[]
which was a chocolate sack. I dont know if you tried    but   ,3146-0,3146-96,,,"[['which was a chocolate sack.  /', '+'], [""I don't know if you tried - /"", 'qy^d'], ['[ {C but } -- +', '%']]",3146-95,1281,which was a chocolate sack.  /I don't know if you tried - /[ {C but } -- +,,[]
"   and   its filled with what, whip cream    and,  and  strawberries and something?  Yeah. ",3146-0,3146-101,,,"[[""-- # {C and } # it's filled with what, whip cream --"", 'qy^d'], ['--  # [ and, + and ] strawberries and something? # /', '+'], ['Yeah. /', 'b']]",3146-100,1316,"-- # {C and } # it's filled with what, whip cream ----  # [ and, + and ] strawberries and something? # /Yeah. /",,[]
"You grew up with his children, too, then? ",3152-0,3152-18,,,"[['You grew up with his children, too, then? /', 'qy^d']]",3152-17,1320,"You grew up with his children, too, then? /",,[]
