id,timestamp,text,speaker,reply_to,conversation_id,meta.tag,vectors,clean_text
2837-131,,"-- {C and, } {D you know, } they have to be  doing something constantly.  /{C And } the patio that came with that house, {F uh, } was not laid on  a, {D like, } - /I don't know if you can put some sort of a plastic sheeting or something  [ [ un-, + on, ] + on ] top of the sand  and then lay the bricks. /",1244,2837-130,2837-0,"[['-- {C and, } {D you know, } they have to be  doing something constantly.  /', 'sd'], ['{C And } the patio that came with that house, {F uh, } was not laid on  a, {D like, } - /', 'sd'], [""I don't know if you can put some sort of a plastic sheeting or something  [ [ un-, + on, ] + on ] top of the sand  and then lay the bricks. /"", 'qy^d']]",[],"  and,   you know,  they have to be doing something constantly.  And  the patio that came with that house,  uh,  was not laid on a,  like,   I dont know if you can put some sort of a plastic sheeting or something   un,  on,   on  top of the sand and then lay the bricks. "
3140-88,,"{F Oh, } {D well } you sound busy <laughter>.  /{C So } you're teaching them,",1280,3140-87,3140-0,"[['{F Oh, } {D well } you sound busy <laughter>.  /', 'sv'], [""{C So } you're teaching them,"", 'qy^d']]",[]," Oh,   well  you sound busy .  So  youre teaching them,"
3306-57,,"Okay,  /that's south of here? /",1413,3306-56,3306-0,"[['Okay,  /', 'bk'], [""that's south of here? /"", 'qy^d']]",[],"Okay, thats south of here? "
3306-90,,"Yes,  /it's hard on [ the f-, + your folks, ] too,  /I know.  /They're all, yours  /{C and } your wife's folks still live in Colorado? /",1360,3306-89,3306-0,"[['Yes,  /', 'aa'], [""it's hard on [ the f-, + your folks, ] too,  /"", 'sv'], ['I know.  /', 'sd'], [""They're all, yours  /"", 'sv'], [""{C and } your wife's folks still live in Colorado? /"", 'qy^d']]",[],"Yes, its hard on  the f,  your folks,  too, I know. Theyre all, yours  and  your wifes folks still live in Colorado? "
3411-42,,{D So } you say you've always have preferred General Motors products  ((   )) . /,1336,3411-41,3411-0,"[[""{D So } you say you've always have preferred General Motors products  ((   )) . /"", 'qy^d']]",[], So  you say youve always have preferred General Motors products   . 
3441-39,,"Yes,  /[ [ that's, + that's, ] + that's ]  one solution  /{C but } [ [ you, + you, ] + you ] nonetheless often [ get, + get ] people calling you? /",1350,3441-38,3441-0,"[['Yes,  /', 'aa'], [""[ [ that's, + that's, ] + that's ]  one solution  /"", 'sv'], ['{C but } [ [ you, + you, ] + you ] nonetheless often [ get, + get ] people calling you? /', 'qy^d']]",[],"Yes,   thats,  thats,   thats  one solution  but    you,  you,   you  nonetheless often  get,  get  people calling you? "
3441-41,,Despite the fact that your number is unlisted? /,1350,3441-40,3441-0,"[['Despite the fact that your number is unlisted? /', 'qy^d']]",[],Despite the fact that your number is unlisted? 
3441-43,,{C And }  (( you ))   ((   ))  actually have your number  /{C or } are they just calling a number that happens to be yours? /,1350,3441-42,3441-0,"[['{C And }  (( you ))   ((   ))  actually have your number  /', 'qy^d'], ['{C or } are they just calling a number that happens to be yours? /', 'qrr']]",[], And   you    actually have your number  or  are they just calling a number that happens to be yours? 
3476-1,,"{F Oh, } okay,  /{C so } it's right up your alley, then. /",1407,3476-0,3476-0,"[['{F Oh, } okay,  /', 'bk'], [""{C so } it's right up your alley, then. /"", 'qy^d']]",[]," Oh,  okay,  so  its right up your alley, then. "
3682-71,,You don't like it? /,1408,3682-70,3682-0,"[[""You don't like it? /"", 'qy^d']]",[],You dont like it? 
3682-102,,"{D So, }  just, {D like } in a thirteen by nine pan. /",1480,3682-101,3682-0,"[['{D So, }  just, {D like } in a thirteen by nine pan. /', 'qy^d']]",[]," So,  just,  like  in a thirteen by nine pan. "
4099-16,,"{C And } you do that every day  /{C or, } -/",1291,4099-15,4099-0,"[['{C And } you do that every day  /', 'qy^d'], ['{C or, } -/', '%']]",[]," And  you do that every day  or,  "
4099-20,,"{C And } this is a club  /{C or, }  {F uh, } do you belong to a group? /",1291,4099-19,4099-0,"[['{C And } this is a club  /', 'qy^d'], ['{C or, }  {F uh, } do you belong to a group? /', 'qrr']]",[]," And  this is a club  or,   uh,  do you belong to a group? "
4099-65,,Yeah.   /{C But } you don't play any other sports but basketball? /,1516,4099-64,4099-0,"[['Yeah.   /', 'b'], [""{C But } you don't play any other sports but basketball? /"", 'qy^d']]",[],Yeah.  But  you dont play any other sports but basketball? 
4099-67,,"{C But, }  do you ski?  /Being in Utah,  I was wondering # if you ski. # /",1516,4099-66,4099-0,"[['{C But, }  do you ski?  /', 'qy'], ['Being in Utah,  I was wondering # if you ski. # /', 'qy^d']]",[]," But,  do you ski? Being in Utah, I was wondering  if you ski.  "
4099-89,,# You've never # heard of that? /,1516,4099-88,4099-0,"[[""# You've never # heard of that? /"", 'qy^d']]",[], Youve never  heard of that? 
4099-99,,"In your legs and, -/",1516,4099-98,4099-0,"[['In your legs and, -/', 'qy^d']]",[],"In your legs and, "
4908-9,,# You # must have come to Washington at least once. /,1689,4908-8,4908-0,"[['# You # must have come to Washington at least once. /', 'qy^d']]",[], You  must have come to Washington at least once. 
2060-62,,"{F Huh, } you work for T I? /",1056,2060-61,2060-0,"[['{F Huh, } you work for T I? /', 'qy^d']]",[]," Huh,  you work for T I? "
2145-36,,"A nanny, sort of? /",1119,2145-35,2145-0,"[['A nanny, sort of? /', 'qy^d']]",[],"A nanny, sort of? "
2145-56,,To come in and live with them? /,1119,2145-55,2145-0,"[['To come in and live with them? /', 'qy^d']]",[],To come in and live with them? 
2290-14,,<Laughter> You didn't get a big kick out  of killing them like some people do? /,1101,2290-13,2290-0,"[[""<Laughter> You didn't get a big kick out  of killing them like some people do? /"", 'qy^d']]",[], You didnt get a big kick out of killing them like some people do? 
2290-34,,Didn't like it? /,1101,2290-33,2290-0,"[[""Didn't like it? /"", 'qy^d']]",[],Didnt like it? 
2290-123,,They have a fish that's called an oyster cracker.  /I don't know if you've ever heard of it -- /,1053,2290-122,2290-0,"[[""They have a fish that's called an oyster cracker.  /"", 'sd'], [""I don't know if you've ever heard of it -- /"", 'qy^d']]",[],They have a fish thats called an oyster cracker. I dont know if youve ever heard of it  
2399-98,,{F Um. } I wonder how T I got G T E involved. /,1101,2399-97,2399-0,"[['{F Um. } I wonder how T I got G T E involved. /', 'qy^d']]",[], Um.  I wonder how T I got G T E involved. 
2399-113,,"{C So, } {F uh, } you work for T I? /",1047,2399-112,2399-0,"[['{C So, } {F uh, } you work for T I? /', 'qy^d']]",[]," So,   uh,  you work for T I? "
2539-23,,"Yeah,   /<throat_clearing>  /((   ))  you say  [ your, + you go ] to school? /",1226,2539-22,2539-0,"[['Yeah,   /', 'b'], ['<throat_clearing>  /', 'x'], ['((   ))  you say  [ your, + you go ] to school? /', 'qy^d']]",[],"Yeah, throatclearing   you say  your,  you go  to school? "
2539-39,,"{D Well, } [ that, + that ] certainly can  happen now if - /[ you, + you ] say you're in communications, /",1226,2539-38,2539-0,"[['{D Well, } [ that, + that ] certainly can  happen now if - /', 'sv'], [""[ you, + you ] say you're in communications, /"", 'qy^d']]",[]," Well,   that,  that  certainly can happen now if   you,  you  say youre in communications, "
2539-43,,"Public relations,  /[ {C so, } +",1226,2539-42,2539-0,"[['Public relations,  /', 'b^m'], ['[ {C so, } +', 'qy^d']]",[],"Public relations,   so,  "
2539-51,,"Yeah,  /{C and, } {F uh, } then you'd be willing  to give up your job to stay home [ and + ]  [ with, + {E or } stay with ] the children? /",1226,2539-50,2539-0,"[['Yeah,  /', 'b'], [""{C and, } {F uh, } then you'd be willing  to give up your job to stay home [ and + ]  [ with, + {E or } stay with ] the children? /"", 'qy^d']]",[],"Yeah,  and,   uh,  then youd be willing to give up your job to stay home  and    with,   or  stay with  the children? "
2772-71,,I didn't realize that Dallas had that same problem. /,1232,2772-70,2772-0,"[[""I didn't realize that Dallas had that same problem. /"", 'qy^d']]",[],I didnt realize that Dallas had that same problem. 
3108-4,,"<Laughter> {F Oh, } it wasn't that good. /",1286,3108-3,3108-0,"[[""<Laughter> {F Oh, } it wasn't that good. /"", 'qy^d']]",[],"  Oh,  it wasnt that good. "
3108-91,,"You enjoyed that one, then. /",1279,3108-90,3108-0,"[['You enjoyed that one, then. /', 'qy^d']]",[],"You enjoyed that one, then. "
3138-136,,"{F Oh, } yeah.  #  /Those are good aren't they? <<Very faintly>>. # /",1320,3138-135,3138-0,"[['{F Oh, } yeah.  #  /', 'ba'], [""Those are good aren't they? <<Very faintly>>. # /"", 'qy^d']]",[]," Oh,  yeah.  Those are good arent they? Very faintly.  "
3138-154,,"I guess I would now use [ the, + the ] new mayonnaise free. /",1320,3138-153,3138-0,"[['I guess I would now use [ the, + the ] new mayonnaise free. /', 'qy^d']]",[],"I guess I would now use  the,  the  new mayonnaise free. "
3219-12,,{D So } you're in a church there? /,1368,3219-11,3219-0,"[[""{D So } you're in a church there? /"", 'qy^d']]",[], So  youre in a church there? 
3252-15,,"Being born outside, you didn't have any problems house training him? /",1334,3252-14,3252-0,"[[""Being born outside, you didn't have any problems house training him? /"", 'qy^d']]",[],"Being born outside, you didnt have any problems house training him? "
3304-32,,"[ You don't, + {F uh, } you're not ] [ in-, +",1325,3304-31,3304-0,"[[""[ You don't, + {F uh, } you're not ] [ in-, +"", 'qy^d']]",[]," You dont,   uh,  youre not   in, "
3304-38,,"<Laughter> {D Well, } that's kind of interesting hobby.  /What else, did you, - /you said you did  cycling? /",1325,3304-37,3304-0,"[[""<Laughter> {D Well, } that's kind of interesting hobby.  /"", 'sv'], ['What else, did you, - /', 'qw'], ['you said you did  cycling? /', 'qy^d']]",[],"  Well,  thats kind of interesting hobby. What else, did you,  you said you did cycling? "
3304-60,,"To the, - /{F uh, } {F oh, } by Fort Sill there? /",1325,3304-59,3304-0,"[['To the, - /', '%'], ['{F uh, } {F oh, } by Fort Sill there? /', 'qy^d']]",[],"To the,   uh,   oh,  by Fort Sill there? "
3304-68,,"Uh-huh.  /[ Does, + does ] your whole family like to do it,  /{D like }  {D [ you, you + ] know, } for a vacation you'd go backpacking? /",1325,3304-67,3304-0,"[['Uh-huh.  /', 'b'], ['[ Does, + does ] your whole family like to do it,  /', 'qy'], [""{D like }  {D [ you, you + ] know, } for a vacation you'd go backpacking? /"", 'qy^d']]",[],"Uhhuh.  Does,  does  your whole family like to do it,  like    you, you   know,  for a vacation youd go backpacking? "
3369-6,,"{D Well, } maybe [ you, + {F uh, } you ] have seen DANCES WITH WOLVES. /",1355,3369-5,3369-0,"[['{D Well, } maybe [ you, + {F uh, } you ] have seen DANCES WITH WOLVES. /', 'qy^d']]",[]," Well,  maybe  you,   uh,  you  have seen DANCES WITH WOLVES. "
3781-66,,"{F Oh, } they give you money back for using your credit card. /",1480,3781-65,3781-0,"[['{F Oh, } they give you money back for using your credit card. /', 'qy^d']]",[]," Oh,  they give you money back for using your credit card. "
3821-62,,<Sniffing> You'll be thirty-three this year? /,1438,3821-61,3821-0,"[[""<Sniffing> You'll be thirty-three this year? /"", 'qy^d']]",[], Youll be thirtythree this year? 
4868-10,,"{D Well, } [ [ my, + {D you know, } my, ] + my ]  parents too.  /# [ [ You, + you # -- ] +",1701,4868-9,4868-0,"[['{D Well, } [ [ my, + {D you know, } my, ] + my ]  parents too.  /', 'sd'], ['# [ [ You, + you # -- ] +', 'qy^d']]",[]," Well,    my,   you know,  my,   my  parents too.    You,  you    "
2708-2,,"# What # would you start cutting f-,  /what would be the first thing you'd cut?  /Defense? /",1155,2708-1,2708-0,"[['# What # would you start cutting f-,  /', 'qw'], [""what would be the first thing you'd cut?  /"", 'qw'], ['Defense? /', 'qy^d']]",[]," What  would you start cutting f, what would be the first thing youd cut? Defense? "
2749-48,,"{D Well, } how about having a [ j-, +  jury ]  and a judge work together on it somehow?  /I wonder if that's possible?  /<breathing> I guess the judge's time is worth too much, though. /",1045,2749-47,2749-0,"[['{D Well, } how about having a [ j-, +  jury ]  and a judge work together on it somehow?  /', 'qo'], [""I wonder if that's possible?  /"", 'qy^d'], [""<breathing> I guess the judge's time is worth too much, though. /"", 'sv']]",[]," Well,  how about having a  j,  jury  and a judge work together on it somehow? I wonder if thats possible? breathing I guess the judges time is worth too much, though. "
2759-59,,"# the # occasional user that may have  gone to a party three days before  /{C and, } {D you know, } [ it's, + it's ]  been the whole weekend since they've done anything  /{C and } they happen to be tested Monday morning  /{C and } they could be fired for that? <<pause>> /{D You know, } [ that, + that's ] kind of unfair, also. /",1232,2759-58,2759-0,"[['# the # occasional user that may have  gone to a party three days before  /', '+'], [""{C and, } {D you know, } [ it's, + it's ]  been the whole weekend since they've done anything  /"", 'sd'], ['{C and } they happen to be tested Monday morning  /', 'sd'], ['{C and } they could be fired for that? <<pause>> /', 'qy^d'], [""{D You know, } [ that, + that's ] kind of unfair, also. /"", 'sv']]",[]," the  occasional user that may have gone to a party three days before  and,   you know,   its,  its  been the whole weekend since theyve done anything  and  they happen to be tested Monday morning  and  they could be fired for that?   You know,   that,  thats  kind of unfair, also. "
3120-64,,"[ What, + what ] does, - /he hopes to be a writer. /",1316,3120-63,3120-0,"[['[ What, + what ] does, - /', 'qw'], ['he hopes to be a writer. /', 'qy^d']]",[]," What,  what  does,  he hopes to be a writer. "
3146-96,,which was a chocolate sack.  /I don't know if you tried - /[ {C but } -- +,1281,3146-95,3146-0,"[['which was a chocolate sack.  /', '+'], [""I don't know if you tried - /"", 'qy^d'], ['[ {C but } -- +', '%']]",[],which was a chocolate sack. I dont know if you tried    but   
3146-101,,"-- # {C and } # it's filled with what, whip cream ----  # [ and, + and ] strawberries and something? # /Yeah. /",1316,3146-100,3146-0,"[[""-- # {C and } # it's filled with what, whip cream --"", 'qy^d'], ['--  # [ and, + and ] strawberries and something? # /', '+'], ['Yeah. /', 'b']]",[],"   and   its filled with what, whip cream    and,  and  strawberries and something?  Yeah. "
3152-18,,"You grew up with his children, too, then? /",1320,3152-17,3152-0,"[['You grew up with his children, too, then? /', 'qy^d']]",[],"You grew up with his children, too, then? "
3152-54,,"{F Oh, } {C so } you've heard the Richardson Symphony? /",1320,3152-53,3152-0,"[[""{F Oh, } {C so } you've heard the Richardson Symphony? /"", 'qy^d']]",[]," Oh,   so  youve heard the Richardson Symphony? "
3152-68,,{C And } it played by itself? /,1320,3152-67,3152-0,"[['{C And } it played by itself? /', 'qy^d']]",[], And  it played by itself? 
